Date,TotalRevenue,NumInvoices,NumCustomers,UKShareRevenue,DayOfWeek,Month,IsWeekend,IsDecember
2010-02-15,42784.781,45,35,0.49527356468179656,0,2,0,0
2010-02-16,31203.68,61,51,0.9316820964706727,1,2,0,0
2010-02-17,26616.23,49,42,0.7824507828494118,2,2,0,0
2010-02-18,35811.19,63,58,0.5764544545992467,3,2,0,0
2010-02-19,27254.86,58,30,1.0,4,2,0,0
2010-02-21,11477.911,37,34,0.8963783566539242,6,2,1,0
2010-02-22,26359.13,48,41,0.9046717399246484,0,2,0,0
2010-02-23,22707.44,47,42,0.9247625447870831,1,2,0,0
2010-02-24,33086.291,63,47,0.6589602624240959,2,2,0,0
2010-02-25,46642.82,67,55,0.9759521401150274,3,2,0,0
2010-02-26,16703.701,36,26,0.9449768647080069,4,2,0,0
2010-02-28,16917.02,53,50,0.9499173022198946,6,2,1,0
2010-03-01,25831.21,58,49,0.9463033284155098,0,3,0,0
2010-03-02,26423.87,55,48,0.8208608352977819,1,3,0,0
2010-03-03,34114.91,63,53,0.6864620190995666,2,3,0,0
2010-03-04,32369.19,74,67,0.9280247667612319,3,3,0,0
2010-03-05,27684.73,81,55,0.8549900974291603,4,3,0,0
2010-03-07,20001.22,58,46,0.883815087279676,6,3,1,0
2010-03-08,37256.01,76,66,0.9325367907083983,0,3,0,0
2010-03-09,22035.75,57,51,0.9063843980803921,1,3,0,0
2010-03-10,27547.43,61,47,0.9413284651236068,2,3,0,0
2010-03-11,24591.91,48,39,0.8607159834270702,3,3,0,0
2010-03-12,21712.54,36,30,0.5626900399492644,4,3,0,0
2010-03-14,9032.7,24,22,0.7820164513379166,6,3,1,0
2010-03-15,27662.451,57,41,0.8883804620205201,0,3,0,0
2010-03-16,24059.94,45,42,0.9463253025568642,1,3,0,0
2010-03-17,30795.24,48,40,0.6715278075442828,2,3,0,0
2010-03-18,41145.01,86,70,0.8811024714783153,3,3,0,0
2010-03-19,45764.45,62,47,0.648207506044539,4,3,0,0
2010-03-21,20873.23,56,51,0.9377815508189197,6,3,1,0
2010-03-22,25614.49,56,49,0.9308047905697127,0,3,0,0
2010-03-23,56488.73,71,58,0.9722642020806628,1,3,0,0
2010-03-24,30179.26,73,59,0.7885203281989022,2,3,0,0
2010-03-25,38993.08,85,67,0.8878170177887974,3,3,0,0
2010-03-26,32546.05,62,48,0.6299787531820298,4,3,0,0
2010-03-28,22562.62,59,56,1.0,6,3,1,0
2010-03-29,59935.770000000004,85,41,0.9990975339100506,0,3,0,0
2010-03-30,38630.01,70,54,0.9354002238156293,1,3,0,0
2010-03-31,29718.33,75,59,1.0,2,3,0,0
2010-04-01,30823.15,79,72,0.7977127581055148,3,4,0,0
2010-04-06,19476.52,55,46,0.9870346447928069,1,4,0,0
2010-04-07,34590.91,61,46,0.7254645801454774,2,4,0,0
2010-04-08,47626.52,86,70,0.980882079984009,3,4,0,0
2010-04-09,16988.42,51,33,0.7890251124000939,4,4,0,0
2010-04-11,19967.32,42,40,0.7918624031667746,6,4,1,0
2010-04-12,27221.411,46,37,0.8148706913098663,0,4,0,0
2010-04-13,26027.6,52,43,0.6087484055387359,1,4,0,0
2010-04-14,27214.08,45,39,0.8826405301961338,2,4,0,0
2010-04-15,29613.48,74,57,0.9775706874031691,3,4,0,0
2010-04-16,19561.05,42,37,0.7086879283065071,4,4,0,0
2010-04-18,24096.88,54,43,0.7402850493507873,6,4,1,0
2010-04-19,45287.87,74,44,0.924133327533399,0,4,0,0
2010-04-20,29204.7,68,53,0.9341784027913316,1,4,0,0
2010-04-21,29469.46,66,51,0.6042370644049807,2,4,0,0
2010-04-22,43505.03,79,67,0.8891348885404745,3,4,0,0
2010-04-23,16737.31,57,43,0.970595633348489,4,4,0,0
2010-04-25,16774.12,46,44,0.9017504345980595,6,4,1,0
2010-04-26,36270.85,99,66,0.8775711073768605,0,4,0,0
2010-04-27,46378.58,79,63,0.9679226918978545,1,4,0,0
2010-04-28,32562.56,73,62,0.8939616541205605,2,4,0,0
2010-04-29,32848.171,84,71,0.876137700330408,3,4,0,0
2010-04-30,29283.0,50,36,0.8697964689410238,4,4,0,0
2010-05-02,12367.83,40,39,0.8816348542953776,6,5,1,0
2010-05-04,22745.04,52,43,0.8077849060718292,1,5,0,0
2010-05-05,28118.53,82,57,0.9434259187802492,2,5,0,0
2010-05-06,54666.13,84,68,0.38472944764884587,3,5,0,0
2010-05-07,35769.25,66,48,0.976795431830413,4,5,0,0
2010-05-09,23143.29,62,52,0.7868336783577443,6,5,1,0
2010-05-10,32948.68,77,65,0.8952495213768806,0,5,0,0
2010-05-11,28780.12,65,59,0.8831137604707694,1,5,0,0
2010-05-12,31407.31,65,51,0.8252712505464491,2,5,0,0
2010-05-13,41108.4,66,58,0.9082681398448977,3,5,0,0
2010-05-14,18895.91,49,36,1.0,4,5,0,0
2010-05-16,18478.89,44,38,0.8539630897743318,6,5,1,0
2010-05-17,25562.62,49,42,0.9282096279645827,0,5,0,0
2010-05-18,29021.78,64,51,0.9642830315714611,1,5,0,0
2010-05-19,17831.08,61,56,0.9560991257960817,2,5,0,0
2010-05-20,25782.58,67,57,0.9476937529137891,3,5,0,0
2010-05-21,27340.92,52,39,0.7547346614525042,4,5,0,0
2010-05-23,25457.97,49,41,0.6963119997391779,6,5,1,0
2010-05-24,35831.33,71,61,0.9351313501340865,0,5,0,0
2010-05-25,22463.37,61,52,0.8862548228516025,1,5,0,0
2010-05-26,38438.24,96,64,0.7704366797231091,2,5,0,0
2010-05-27,30978.43,88,77,0.990147983613114,3,5,0,0
2010-05-28,21906.2,58,43,0.971466525458546,4,5,0,0
2010-05-30,10814.960000000001,32,30,1.0,6,5,1,0
2010-06-01,15732.15,47,33,0.9714660742492285,1,6,0,0
2010-06-02,16236.29,46,38,0.9760290066265138,2,6,0,0
2010-06-03,29651.8,67,52,0.7341372193256397,3,6,0,0
2010-06-04,21273.58,51,29,0.9587173385955724,4,6,0,0
2010-06-06,25686.0,68,62,0.9355606166783462,6,6,1,0
2010-06-07,49759.94,103,81,0.9482720437363871,0,6,0,0
2010-06-08,54433.03,81,61,0.9634495819909347,1,6,0,0
2010-06-09,38414.69,68,59,0.9299213399873849,2,6,0,0
2010-06-10,18389.4,66,56,0.9488982783560095,3,6,0,0
2010-06-11,37802.25,86,65,0.8377734129582234,4,6,0,0
2010-06-13,21616.44,70,61,0.9540618159141839,6,6,1,0
2010-06-14,24375.41,57,48,0.7854637111744992,0,6,0,0
2010-06-15,30542.48,52,41,0.6505778181732459,1,6,0,0
2010-06-16,31335.03,81,65,0.9496327273342327,2,6,0,0
2010-06-17,58225.94,78,61,0.9491733409542208,3,6,0,0
2010-06-18,18800.68,50,44,0.7238083941644664,4,6,0,0
2010-06-20,9113.43,26,26,0.8089478933837205,6,6,1,0
2010-06-21,21159.71,44,40,0.9075204716888842,0,6,0,0
2010-06-22,14749.68,43,36,0.8634919537237418,1,6,0,0
2010-06-23,27848.739999999998,68,54,0.8690105907843586,2,6,0,0
2010-06-24,26729.66,73,42,0.7704647197158512,3,6,0,0
2010-06-25,17719.42,45,37,0.9266008706831264,4,6,0,0
2010-06-27,18834.32,55,52,1.0,6,6,1,0
2010-06-28,53998.72,70,64,0.6327596283763763,0,6,0,0
2010-06-29,35141.21,71,56,0.8608747393729471,1,6,0,0
2010-06-30,34700.14,79,67,0.823193796912635,2,6,0,0
2010-07-01,30314.81,85,80,0.8419511783184522,3,7,0,0
2010-07-02,16893.27,47,36,0.6978305561919036,4,7,0,0
2010-07-04,10493.66,21,20,1.0,6,7,1,0
2010-07-05,32895.2,85,65,0.9113588000680952,0,7,0,0
2010-07-06,23503.99,58,47,0.8648659227646028,1,7,0,0
2010-07-07,32252.99,77,56,0.8444141147843968,2,7,0,0
2010-07-08,20301.63,70,58,0.8517247137298828,3,7,0,0
2010-07-09,37271.94,30,23,0.46067551085347314,4,7,0,0
2010-07-11,7856.43,28,24,1.0,6,7,1,0
2010-07-12,19885.9,50,38,0.9143126536892974,0,7,0,0
2010-07-13,21056.39,55,38,0.8428595784937495,1,7,0,0
2010-07-14,23860.81,62,47,0.7948313573596202,2,7,0,0
2010-07-15,56662.69,80,64,0.9624115974726932,3,7,0,0
2010-07-16,22603.54,68,56,0.7801273605815726,4,7,0,0
2010-07-18,15214.11,40,37,0.8633360742100589,6,7,1,0
2010-07-19,30567.61,59,54,0.7945815848867477,0,7,0,0
2010-07-20,24853.87,57,48,0.9252510775987804,1,7,0,0
2010-07-21,22396.05,55,42,0.9378836893112849,2,7,0,0
2010-07-22,26860.99,78,57,0.9795703732438752,3,7,0,0
2010-07-23,25904.96,48,37,0.8959477258409201,4,7,0,0
2010-07-25,17431.3,54,51,0.9512090320285923,6,7,1,0
2010-07-26,25205.76,62,47,0.8889809313426772,0,7,0,0
2010-07-27,28490.87,70,56,0.9178196383613417,1,7,0,0
2010-07-28,23364.32,65,60,0.8767488204236202,2,7,0,0
2010-07-29,38422.54,72,60,0.8772514779085402,3,7,0,0
2010-07-30,16147.31,53,39,0.8943043763945822,4,7,0,0
2010-08-01,30724.29,32,27,1.0,6,8,1,0
2010-08-02,29175.51,63,49,0.9810865345627207,0,8,0,0
2010-08-03,26943.48,59,47,0.9123661828390394,1,8,0,0
2010-08-04,21425.14,53,47,0.921147306388663,2,8,0,0
2010-08-05,24508.48,54,48,0.9403080076773427,3,8,0,0
2010-08-06,15219.6,45,31,0.9349161607400982,4,8,0,0
2010-08-08,14147.14,44,41,0.9468726541194898,6,8,1,0
2010-08-09,31711.09,51,41,0.5566336571842847,0,8,0,0
2010-08-10,35820.32,46,33,0.49344338632374024,1,8,0,0
2010-08-11,23719.39,46,35,0.8892205912546656,2,8,0,0
2010-08-12,29123.13,81,56,0.9682901528784852,3,8,0,0
2010-08-13,37403.7,55,34,0.9687918574900345,4,8,0,0
2010-08-15,22356.69,58,52,0.8912330045279512,6,8,1,0
2010-08-16,20880.2,39,32,0.8731760232181683,0,8,0,0
2010-08-17,30395.63,45,40,0.7834020877343223,1,8,0,0
2010-08-18,37239.15,58,47,0.6347830173352507,2,8,0,0
2010-08-19,33052.15,77,55,0.812765886636724,3,8,0,0
2010-08-20,25550.79,59,49,0.8302471273882334,4,8,0,0
2010-08-22,22766.81,60,51,0.9185472185167793,6,8,1,0
2010-08-23,21901.25,45,37,0.8292357742138006,0,8,0,0
2010-08-24,27485.09,61,53,0.9459103099171223,1,8,0,0
2010-08-25,31715.03,76,62,0.9357329947346731,2,8,0,0
2010-08-26,35363.46,80,64,0.9091797013075079,3,8,0,0
2010-08-27,18173.14,36,29,0.8971801240732201,4,8,0,0
2010-08-29,14509.78,39,36,1.0,6,8,1,0
2010-08-31,35964.47,63,48,0.8330335467198599,1,8,0,0
2010-09-01,23367.55,43,35,0.6171639731165656,2,9,0,0
2010-09-02,36501.87,91,77,0.6911158250248548,3,9,0,0
2010-09-03,37258.14,60,49,0.9522477504244711,4,9,0,0
2010-09-05,12389.65,35,35,0.8370349444899573,6,9,1,0
2010-09-06,28785.63,53,41,0.6787435258495298,0,9,0,0
2010-09-07,27498.31,51,45,0.8858729863762536,1,9,0,0
2010-09-08,17635.87,49,45,0.847772749515618,2,9,0,0
2010-09-09,25798.99,67,59,0.6961667879246436,3,9,0,0
2010-09-10,17639.27,46,38,0.9414391865423002,4,9,0,0
2010-09-12,15762.29,48,46,0.8761981920139775,6,9,1,0
2010-09-13,38443.68,87,52,0.9261061896259671,0,9,0,0
2010-09-14,21261.079999999998,63,56,0.8528795338712803,1,9,0,0
2010-09-15,34838.27,67,61,0.5778728392655549,2,9,0,0
2010-09-16,40432.691,68,51,0.8747926523119621,3,9,0,0
2010-09-17,21501.73,52,41,0.8692765651880106,4,9,0,0
2010-09-19,23096.14,59,54,0.9107963495198765,6,9,1,0
2010-09-20,43949.12,82,59,0.8833658102824357,0,9,0,0
2010-09-21,62951.83,103,76,0.8880621897727199,1,9,0,0
2010-09-22,30623.8,83,39,0.8931674057432455,2,9,0,0
2010-09-23,36287.77,86,72,0.913306328826489,3,9,0,0
2010-09-24,50511.18,67,45,0.4937758333897565,4,9,0,0
2010-09-26,21905.72,65,51,0.9891421053496529,6,9,1,0
2010-09-27,118909.67,95,69,0.8947299239834742,0,9,0,0
2010-09-28,46550.84,127,91,0.9082048787948832,1,9,0,0
2010-09-29,38789.98,99,83,0.9237589191847996,2,9,0,0
2010-09-30,51641.94,93,74,0.8723436803497312,3,9,0,0
2010-10-01,38701.58,71,55,0.8222294800367324,4,10,0,0
2010-10-03,38809.35,77,64,0.6695224217875332,6,10,1,0
2010-10-04,39399.48,84,72,0.9037195414761819,0,10,0,0
2010-10-05,84879.59,130,101,0.9440336599175374,1,10,0,0
2010-10-06,30927.6,63,58,0.901996598507482,2,10,0,0
2010-10-07,54453.87,121,92,0.9299555752419433,3,10,0,0
2010-10-08,60336.02,78,58,0.8623563503194278,4,10,0,0
2010-10-10,23197.98,68,59,0.8990631942953654,6,10,1,0
2010-10-11,43509.87,91,78,0.8097601762542613,0,10,0,0
2010-10-12,50013.95,110,94,0.9314631217890209,1,10,0,0
2010-10-13,57949.72,86,74,0.6939483055310707,2,10,0,0
2010-10-14,87526.41,99,81,0.8519724503724075,3,10,0,0
2010-10-15,54917.81,117,80,0.8514308928196518,4,10,0,0
2010-10-17,33361.71,71,62,0.9425389166202811,6,10,1,0
2010-10-18,41548.22,104,90,0.8977799770964918,0,10,0,0
2010-10-19,50068.89,78,65,0.8304625886453645,1,10,0,0
2010-10-20,45915.42,108,89,0.9583510289135982,2,10,0,0
2010-10-21,39249.51,96,76,0.7693092219495224,3,10,0,0
2010-10-22,41150.03,88,68,0.8648973038415769,4,10,0,0
2010-10-24,28877.25,83,74,0.9552713641361279,6,10,1,0
2010-10-25,29496.94,73,63,0.9119352719299019,0,10,0,0
2010-10-26,46073.36,104,85,0.7476192315906632,1,10,0,0
2010-10-27,32986.1,72,66,0.737327844152537,2,10,0,0
2010-10-28,34490.35,63,52,0.7770234282922616,3,10,0,0
2010-10-29,47284.2,83,62,0.9024261804154454,4,10,0,0
2010-10-31,30358.7,83,79,0.9633423038535905,6,10,1,0
2010-11-01,29629.93,62,47,0.8996595672011375,0,11,0,0
2010-11-02,45082.39,91,79,0.8973539335425651,1,11,0,0
2010-11-03,45438.9,87,75,0.6013318984394429,2,11,0,0
2010-11-04,90056.29,132,104,0.9186407745644419,3,11,0,0
2010-11-05,46639.15,75,57,0.7314803121411947,4,11,0,0
2010-11-07,32024.41,82,75,0.9301292357923222,6,11,1,0
2010-11-08,90952.91100000001,82,67,0.9358413058379186,0,11,0,0
2010-11-09,66381.06,121,99,0.8698741779658233,1,11,0,0
2010-11-10,80244.63,131,100,0.9247236855600182,2,11,0,0
2010-11-11,64240.98,129,99,0.9388581867835764,3,11,0,0
2010-11-12,50851.12,111,81,0.8854603399099175,4,11,0,0
2010-11-14,29452.88,90,76,0.936307417135438,6,11,1,0
2010-11-15,105185.54000000001,103,83,0.932752448673078,0,11,0,0
2010-11-16,73090.41,108,95,0.6863041266289244,1,11,0,0
2010-11-17,51724.561,119,97,0.8251873031846515,2,11,0,0
2010-11-18,45066.24,104,91,0.8990721213928654,3,11,0,0
2010-11-19,48044.49,108,90,0.7793035163865825,4,11,0,0
2010-11-21,32448.6,96,89,0.9228354998366648,6,11,1,0
2010-11-22,43278.66,93,80,0.9048660471465613,0,11,0,0
2010-11-23,58561.66,132,112,0.9364147122878689,1,11,0,0
2010-11-24,61907.52,133,104,0.9726429034792543,2,11,0,0
2010-11-25,72511.2,153,133,0.9716126612164743,3,11,0,0
2010-11-26,40570.95,84,72,0.8017179780113604,4,11,0,0
2010-11-28,27594.86,91,83,0.9018980346339862,6,11,1,0
2010-11-29,79264.06,107,89,0.6656096091974093,0,11,0,0
2010-11-30,60029.08,123,101,0.8467967525072848,1,11,0,0
2010-12-01,117921.58,127,95,0.929737881734624,2,12,0,1
2010-12-02,95496.76,142,99,0.9962752663022285,3,12,0,1
2010-12-03,93887.42,68,50,0.8799621930179784,4,12,0,1
2010-12-05,63549.9,88,75,0.8136346398656804,6,12,1,1
2010-12-06,109660.92,102,82,0.9724908381217302,0,12,0,1
2010-12-07,199236.4,84,65,0.9723186124623815,1,12,0,1
2010-12-08,90779.96,116,99,0.9110944750361202,2,12,0,1
2010-12-09,107172.36,107,90,0.8209883593120465,3,12,0,1
2010-12-10,59182.92,77,53,0.9172006044987304,4,12,0,1
2010-12-12,17329.07,44,42,0.7927996135972675,6,12,1,1
2010-12-13,38006.71,70,59,0.9764920457466589,0,12,0,1
2010-12-14,45254.73,90,73,0.9385960318402077,1,12,0,1
2010-12-15,30444.62,74,66,0.9935656940372388,2,12,0,1
2010-12-16,49352.9,121,98,0.9674829645269073,3,12,0,1
2010-12-17,45418.33,66,51,0.7564622036961729,4,12,0,1
2010-12-19,7534.91,23,17,0.8830815497464468,6,12,1,1
2010-12-20,26789.13,61,41,0.8775111397794553,0,12,0,1
2010-12-21,47304.090000000004,55,23,0.7859354233428864,1,12,0,1
2010-12-22,6199.97,17,13,0.885302670819375,2,12,0,1
2010-12-23,12076.11,27,15,0.8607664222998961,3,12,0,1
2011-01-04,16026.08,36,34,0.9658331918972076,1,1,0,0
2011-01-05,32634.47,55,45,0.9573708413220745,2,1,0,0
2011-01-06,40382.85,50,45,0.8030500571405932,3,1,0,0
2011-01-07,28836.59,53,45,0.7856927604824288,4,1,0,0
2011-01-09,15778.2,48,48,0.9066965813590904,6,1,1,0
2011-01-10,24569.07,39,32,0.8332179443503559,0,1,0,0
2011-01-11,68655.59,58,47,0.9026488593281334,1,1,0,0
2011-01-12,24693.78,45,42,0.8839813102732753,2,1,0,0
2011-01-13,20624.64,44,41,0.8854714555017688,3,1,0,0
2011-01-14,47576.9,47,37,0.37647829093530677,4,1,0,0
2011-01-16,7242.06,25,22,1.0,6,1,1,0
2011-01-17,29333.02,51,45,0.8945366007318714,0,1,0,0
2011-01-18,95978.05,41,31,0.9630043535995992,1,1,0,0
2011-01-19,25934.57,35,33,0.5182553634010512,2,1,0,0
2011-01-20,21246.99,39,30,0.7697485620316101,3,1,0,0
2011-01-21,32640.3,39,32,0.7223407873089401,4,1,0,0
2011-01-23,10400.25,27,27,0.950530035335689,6,1,1,0
2011-01-24,25733.79,53,43,0.6853992357907637,0,1,0,0
2011-01-25,29077.47,67,57,0.826092503921421,1,1,0,0
2011-01-26,19922.29,56,49,0.8197752366821284,2,1,0,0
2011-01-27,23730.84,52,50,0.7717168882348877,3,1,0,0
2011-01-28,20090.65,40,36,0.7496412510297078,4,1,0,0
2011-01-30,6615.75,24,22,1.0,6,1,1,0
2011-01-31,23640.36,62,50,0.7437154087332003,0,1,0,0
2011-02-01,29034.99,63,57,0.8966660570573641,1,2,0,0
2011-02-02,21216.2,63,55,0.9424897012660136,2,2,0,0
2011-02-03,23479.83,46,44,0.858122908044905,3,2,0,0
2011-02-04,25162.19,52,41,0.8989583180160391,4,2,0,0
2011-02-06,3457.11,11,11,1.0,6,2,1,0
2011-02-07,25955.01,42,35,0.9131608887840922,0,2,0,0
2011-02-08,20949.92,45,37,0.9152746168004461,1,2,0,0
2011-02-09,16692.58,29,22,0.5683369497105899,2,2,0,0
2011-02-10,14896.460000000001,41,39,0.954787244754794,3,2,0,0
2011-02-11,22873.1,45,34,0.8868775985764938,4,2,0,0
2011-02-13,5713.63,20,20,1.0,6,2,1,0
2011-02-14,26703.51,42,36,0.8030745770874316,0,2,0,0
2011-02-15,39875.74,58,47,0.4877654935055751,1,2,0,0
2011-02-16,24949.1,63,56,0.836531979109467,2,2,0,0
2011-02-17,26372.670000000002,68,50,0.916356591880913,3,2,0,0
2011-02-18,16208.75,39,34,0.9046379270455772,4,2,0,0
2011-02-20,9624.69,26,26,1.0,6,2,1,0
2011-02-21,36388.75,38,31,0.3607087355295249,0,2,0,0
2011-02-22,32498.35,52,47,0.9011734441902436,1,2,0,0
2011-02-23,26891.6,63,49,0.9141642743458924,2,2,0,0
2011-02-24,22809.84,55,52,0.9258477920055554,3,2,0,0
2011-02-25,20595.74,49,42,0.9189322646333659,4,2,0,0
2011-02-27,9526.5,33,31,0.9450847635542959,6,2,1,0
2011-02-28,21755.63,57,49,0.8697858899052797,0,2,0,0
2011-03-01,26354.96,62,52,0.5840289645668216,1,3,0,0
2011-03-02,18690.79,43,40,0.9548365799412438,2,3,0,0
2011-03-03,36404.0,49,46,0.489030875727942,3,3,0,0
2011-03-04,19506.8,49,38,0.8542544138454283,4,3,0,0
2011-03-06,10005.37,27,24,1.0,6,3,1,0
2011-03-07,32356.55,68,49,0.9742367465010948,0,3,0,0
2011-03-08,25081.62,48,41,0.9021267366302496,1,3,0,0
2011-03-09,22038.84,53,47,0.8787894462684969,2,3,0,0
2011-03-10,26120.22,57,46,0.681207126126809,3,3,0,0
2011-03-11,25475.18,53,42,0.8008018000265356,4,3,0,0
2011-03-13,4148.12,16,16,0.9172420277137595,6,3,1,0
2011-03-14,26019.55,50,41,0.7186550113280208,0,3,0,0
2011-03-15,23493.49,52,40,0.7081455330817176,1,3,0,0
2011-03-16,21948.36,52,46,0.9187889209034297,2,3,0,0
2011-03-17,39904.94,62,51,0.828041841436173,3,3,0,0
2011-03-18,28171.79,64,48,0.8887312449794635,4,3,0,0
2011-03-20,22153.49,60,56,0.9316924782506052,6,3,1,0
2011-03-21,16715.52,53,47,0.9669038115475916,0,3,0,0
2011-03-22,31515.579999999998,53,40,0.8944652137133444,1,3,0,0
2011-03-23,24091.67,63,55,0.8217014428638613,2,3,0,0
2011-03-24,36697.14,68,63,0.9208398801650484,3,3,0,0
2011-03-25,31394.21,56,45,0.7948010158561085,4,3,0,0
2011-03-27,9241.35,32,31,0.9822482645933764,6,3,1,0
2011-03-28,23176.72,61,52,0.8141074319403263,0,3,0,0
2011-03-29,70711.92,62,46,0.7345475840565494,1,3,0,0
2011-03-30,31885.28,75,63,0.8831965722113778,2,3,0,0
2011-03-31,34335.9,66,57,0.8108542371104296,3,3,0,0
2011-04-01,25667.510000000002,75,59,0.8984467133742228,4,4,0,0
2011-04-03,6943.15,20,18,1.0,6,4,1,0
2011-04-04,33254.24,59,49,0.7013072618709675,0,4,0,0
2011-04-05,30144.77,52,45,0.66125268164262,1,4,0,0
2011-04-06,17362.36,40,36,0.9449389368726371,2,4,0,0
2011-04-07,18512.89,64,57,0.8520106801261176,3,4,0,0
2011-04-08,25295.64,71,63,0.8740964846115774,4,4,0,0
2011-04-10,9913.98,32,31,0.9519375669509118,6,4,1,0
2011-04-11,22353.27,64,54,0.8849555344699008,0,4,0,0
2011-04-12,25570.3,62,54,0.9260779107010868,1,4,0,0
2011-04-13,24484.420000000002,60,54,0.9387655496842482,2,4,0,0
2011-04-14,36104.07,86,75,0.8676392993920077,3,4,0,0
2011-04-15,28334.121,56,40,0.9189295478762162,4,4,0,0
2011-04-17,12725.5,42,39,0.9153699265254804,6,4,1,0
2011-04-18,56026.18,69,56,0.9385728243474747,0,4,0,0
2011-04-19,24338.7,59,52,0.8512159646981967,1,4,0,0
2011-04-20,28670.47,63,58,0.9603145675672564,2,4,0,0
2011-04-21,32615.63,77,64,0.88287088123087,3,4,0,0
2011-04-26,31047.43,71,55,0.9667373434773828,1,4,0,0
2011-04-27,25942.44,65,56,0.9269266884687795,2,4,0,0
2011-04-28,22501.55,59,49,0.9057896011608091,3,4,0,0
2011-05-01,6973.66,18,18,0.843076662756716,6,5,1,0
2011-05-03,35229.41,66,50,0.9151972740957057,1,5,0,0
2011-05-04,27544.15,65,55,0.9006289901848487,2,5,0,0
2011-05-05,29174.29,89,76,0.8719310735582597,3,5,0,0
2011-05-06,36126.35,82,64,0.8564817646952987,4,5,0,0
2011-05-08,18867.4,63,58,0.8963842394818574,6,5,1,0
2011-05-09,27899.71,71,59,0.928432589442686,0,5,0,0
2011-05-10,47819.98,96,63,0.9282688951354643,1,5,0,0
